term,average_tf,idf,tf_idf,frequency,document_frequency
africa,0.0005456964630351727,4.1588830833596715,0.002269487788766186,4,3
african,0.0008281760801922092,4.1588830833596715,0.0034442874899545018,8,3
afrikan,5.723443223443224e-05,5.2574953720277815,0.0003009097625931652,1,1
age,0.0007812499999999999,4.564348191467836,0.0035658970245842467,2,2
agency,8.400537634408601e-05,5.2574953720277815,0.0004416578773544843,1,1
agent,0.0003720238095238095,5.2574953720277815,0.0019559134568555734,1,1
ago,0.0003146701388888889,4.564348191467836,0.0014362640793464329,2,2
agree,7.038288288288288e-05,5.2574953720277815,0.0003700376810267301,1,1
agreement,0.0008101851851851852,4.564348191467836,0.0036979672847540336,2,2
agricultural,0.0016203703703703703,4.564348191467836,0.007395934569508067,2,2
ahead,0.000636574074074074,4.564348191467836,0.002905545723735312,2,2
ahem,5.425347222222222e-05,5.2574953720277815,0.0002852373791247711,1,1
air,0.001416983392262878,3.648057459593681,0.005169236834264951,5,5
airbnb,0.00030637254901960784,5.2574953720277815,0.0016107522585869429,1,1
airbus,0.000744047619047619,5.2574953720277815,0.003911826913711147,2,1
aircraft,0.0004560291858678955,4.564348191467836,0.0020814759897726785,2,2
airline,0.0017518840662815996,3.4657359027997265,0.006071567506054916,8,6
airport,0.00025201612903225806,5.2574953720277815,0.001324973632063453,3,1
alabuz,0.0006510416666666666,5.2574953720277815,0.0034228485494972533,1,1
alarm,7.77363184079602e-05,5.2574953720277815,0.00040869833426832876,1,1
alarming,0.00014665702346512377,4.564348191467836,0.0006693937198190937,2,2
allocate,0.0005208333333333333,5.2574953720277815,0.002738278839597803,1,1
allocation,0.000248015873015873,5.2574953720277815,0.0013039423045703821,1,1
allow,0.0006513721051098503,3.871201010907891,0.0025215923517784536,4,4
altman,7.335680751173709e-05,5.2574953720277815,0.00038567307599969054,1,1
amahle,5.723443223443224e-05,5.2574953720277815,0.0003009097625931652,1,1
amazon,0.0010504201680672268,4.564348191467836,0.004794483394398987,3,2
ambition,7.335680751173709e-05,5.2574953720277815,0.00038567307599969054,1,1
ambitious,9.827044025157232e-05,5.2574953720277815,0.000516656384829774,1,1
ambrose,0.00013354700854700853,5.2574953720277815,0.000702122779384052,1,1
america,0.000152536078098472,4.564348191467836,0.0006962277722023572,2,2
american,5.425347222222222e-05,5.2574953720277815,0.0002852373791247711,1,1
americans,0.0006991980820105821,4.1588830833596715,0.002907883075191338,5,3
amid,0.0007202304867738402,3.648057459593681,0.0026274421999020955,8,5
amount,0.0008680555555555555,5.2574953720277815,0.004563798065996338,1,1
analysis,6.127450980392157e-05,5.2574953720277815,0.0003221504517173886,1,1
andy,7.038288288288288e-05,5.2574953720277815,0.0003700376810267301,1,1
angela,0.0001686533231344552,4.564348191467836,0.0007697924904337912,2,2
angeles,0.0001452798861480076,4.564348191467836,0.0006631079855963116,2,2
anger,0.00022644927536231884,5.2574953720277815,0.0011905560172164361,1,1
angus,5.918560606060606e-05,5.2574953720277815,0.0003111680499542958,1,1
animosity,3.720238095238095e-05,5.2574953720277815,0.00019559134568555733,1,1
announce,0.00216653293845458,3.648057459593681,0.00790363664758465,5,5
announcement,0.00023674242424242425,5.2574953720277815,0.0012446721998171833,2,1
annual,0.0003933444722918407,4.1588830833596715,0.0016358736717475733,5,3
anthem,0.00028935185185185184,5.2574953720277815,0.0015212660219987794,1,1
anthropic,0.00023674242424242425,5.2574953720277815,0.0012446721998171833,2,1
anti,0.0007233796296296297,4.564348191467836,0.0033017565042446732,2,2
anticipate,9.827044025157232e-05,5.2574953720277815,0.000516656384829774,1,1
anxiety,9.827044025157232e-05,5.2574953720277815,0.000516656384829774,1,1
apartment,0.0015624999999999999,4.564348191467836,0.007131794049168493,2,2
app,0.0003485374579124579,4.564348191467836,0.0015908463156815243,2,2
appal,5.600358422939069e-05,5.2574953720277815,0.0002944385849029896,1,1
appear,0.0008105866167221606,4.1588830833596715,0.0033711349678835437,3,3
apple,0.0007721656976744186,4.564348191467836,0.0035244331056937324,3,2
appoint,0.000248015873015873,5.2574953720277815,0.0013039423045703821,1,1
approach,0.0008680555555555555,5.2574953720277815,0.004563798065996338,1,1
approximately,8.400537634408601e-05,5.2574953720277815,0.0004416578773544843,1,1
april,0.0015583844003655325,3.648057459593681,0.005685075836667906,7,5
arab,0.00034722222222222224,5.2574953720277815,0.0018255192263985354,1,1
arabia,0.00019290123456790122,5.2574953720277815,0.0010141773479991861,2,1
aramco,0.00019290123456790122,5.2574953720277815,0.0010141773479991861,2,1
archipelago,0.00016801075268817203,5.2574953720277815,0.0008833157547089686,2,1
archival,0.0006510416666666666,5.2574953720277815,0.0034228485494972533,1,1
argument,5.723443223443224e-05,5.2574953720277815,0.0003009097625931652,1,1
arm,9.827044025157232e-05,5.2574953720277815,0.000516656384829774,1,1
armed,0.0005787037037037037,5.2574953720277815,0.0030425320439975588,1,1
armenia,0.000744047619047619,5.2574953720277815,0.003911826913711147,1,1
army,0.00028935185185185184,5.2574953720277815,0.0015212660219987794,1,1
arrange,9.300595238095238e-05,5.2574953720277815,0.0004889783642138934,1,1
arrangement,0.0008680555555555555,5.2574953720277815,0.004563798065996338,1,1
arrival,0.00037828947368421053,4.564348191467836,0.001726644875061846,2,2
article,0.00016276041666666666,5.2574953720277815,0.0008557121373743133,3,1
artificial,7.335680751173709e-05,5.2574953720277815,0.00038567307599969054,1,1
artillery,0.000994318181818182,4.564348191467836,0.004538414394925406,2,2
ashley,0.00018601190476190475,5.2574953720277815,0.0009779567284277867,2,1
asia,0.0003720238095238095,5.2574953720277815,0.0019559134568555734,1,1
ask,5.918560606060606e-05,5.2574953720277815,0.0003111680499542958,1,1
assess,0.00010416666666666667,5.2574953720277815,0.0005476557679195606,1,1
assistance,0.0008680555555555555,4.564348191467836,0.0039621078050936075,2,2
assume,9.827044025157232e-05,5.2574953720277815,0.000516656384829774,1,1
assure,5.918560606060606e-05,5.2574953720277815,0.0003111680499542958,1,1
attack,0.00029937574972805893,4.1588830833596715,0.001245068741112143,4,3
attempt,8.538251366120219e-05,5.2574953720277815,0.0004488981704258693,1,1
attenborough,0.00043402777777777775,5.2574953720277815,0.002281899032998169,1,1
attention,0.0003462863132674453,4.564348191467836,0.0015805713076923284,2,2
attorney,0.00014076576576576576,5.2574953720277815,0.0007400753620534602,2,1
australia,0.00030143366807610993,4.564348191467836,0.0013758482177307083,3,2
australian,0.00023674242424242425,5.2574953720277815,0.0012446721998171833,4,1
author,3.720238095238095e-05,5.2574953720277815,0.00019559134568555733,1,1
automaker,0.00014076576576576576,5.2574953720277815,0.0007400753620534602,2,1
automatic,0.0008680555555555555,5.2574953720277815,0.004563798065996338,1,1
automatically,0.000744047619047619,5.2574953720277815,0.003911826913711147,1,1
automation,0.00043402777777777775,5.2574953720277815,0.002281899032998169,1,1
autonomous,5.852059925093633e-05,5.2574953720277815,0.0003076717797300902,1,1
available,0.00031869172494172494,4.564348191467836,0.0014546199983735274,3,2
average,0.000946969696969697,5.2574953720277815,0.004978688799268733,2,1
avoid,0.00015679103950250864,4.564348191467836,0.0007156488975916373,2,2
await,0.00010416666666666667,5.2574953720277815,0.0005476557679195606,1,1
awards,0.00034722222222222224,5.2574953720277815,0.0018255192263985354,1,1
away,0.0005287247474747474,4.564348191467836,0.0024132838449206517,2,2
axe,6.127450980392157e-05,5.2574953720277815,0.0003221504517173886,1,1
back,0.0004655934343434343,4.564348191467836,0.002125130550004753,2,2
bad,0.00028230042016806725,4.1588830833596715,0.0011740544418623023,5,3
badly,6.127450980392157e-05,5.2574953720277815,0.0003221504517173886,1,1
bakery,0.0003720238095238095,5.2574953720277815,0.0019559134568555734,1,1
ballad,0.00028935185185185184,5.2574953720277815,0.0015212660219987794,1,1
baltic,0.001171875,4.564348191467836,0.00534884553687637,2,2
banger,0.00028935185185185184,5.2574953720277815,0.0015212660219987794,1,1
bank,0.002229225605047973,3.648057459593681,0.008132343097612495,6,5
barrel,9.645061728395061e-05,5.2574953720277815,0.0005070886739995931,1,1
barry,9.300595238095238e-05,5.2574953720277815,0.0004889783642138934,1,1
base,0.00019293190249072603,4.564348191467836,0.0008806083802099943,3,2
baseball,5.425347222222222e-05,5.2574953720277815,0.0002852373791247711,1,1
basketball,5.425347222222222e-05,5.2574953720277815,0.0002852373791247711,1,1
battery,0.0002935573191126818,4.1588830833596715,0.0012208705684541492,3,3
bbc,0.0012170694301112258,3.871201010907891,0.004711520408191668,4,4
beacon,8.400537634408601e-05,5.2574953720277815,0.0004416578773544843,1,1
beat,0.00027412280701754384,5.2574953720277815,0.0014411993892620015,1,1
beatle,9.827044025157232e-05,5.2574953720277815,0.000516656384829774,1,1
beautiful,0.00012112403100775194,5.2574953720277815,0.0006368090324646053,1,1
beauty,0.001488095238095238,5.2574953720277815,0.007823653827422294,2,1
begin,0.000757911724892857,3.871201010907891,0.0029340286355841716,4,4
belfast,0.000744047619047619,5.2574953720277815,0.003911826913711147,2,1
benefit,0.0016829601158645277,3.871201010907891,0.006515076901852421,4,4
bereaved,0.00011837121212121212,5.2574953720277815,0.0006223360999085916,1,1
bet,8.400537634408601e-05,5.2574953720277815,0.0004416578773544843,1,1
bhavitha,0.000248015873015873,5.2574953720277815,0.0013039423045703821,1,1
bid,9.827044025157232e-05,5.2574953720277815,0.000516656384829774,1,1
big,0.0023250435107067618,2.772588722239781,0.0064463894165023555,15,12
billion,0.0037500479580577072,3.060270794691562,0.011476162244736729,9,9
billionaire,0.0005425285349071487,4.1588830833596715,0.0022563127460652477,3,3
biometric,0.00027412280701754384,5.2574953720277815,0.0014411993892620015,1,1
biopic,9.827044025157232e-05,5.2574953720277815,0.000516656384829774,1,1
blackmore,8.267195767195767e-05,5.2574953720277815,0.0004346474348567941,1,1
blackout,0.0013020833333333333,5.2574953720277815,0.006845697098994507,1,1
blair,7.659313725490196e-05,5.2574953720277815,0.0004026880646467357,1,1
blast,0.00010016025641025642,5.2574953720277815,0.0005265920845380391,1,1
bleak,8.538251366120219e-05,5.2574953720277815,0.0004488981704258693,1,1
block,7.038288288288288e-05,5.2574953720277815,0.0003700376810267301,1,1
blockbuster,9.827044025157232e-05,5.2574953720277815,0.000516656384829774,1,1
blog,5.918560606060606e-05,5.2574953720277815,0.0003111680499542958,1,1
board,0.0006281276318624283,4.1588830833596715,0.0026123093823434244,5,3
body,0.00045966557708900245,4.1588830833596715,0.0019116953925582133,3,3
bold,5.918560606060606e-05,5.2574953720277815,0.0003111680499542958,1,1
bond,0.00011837121212121212,5.2574953720277815,0.0006223360999085916,1,1
bonfire,7.335680751173709e-05,5.2574953720277815,0.00038567307599969054,1,1
bonta,0.00014076576576576576,5.2574953720277815,0.0007400753620534602,2,1
book,0.0009574142156862746,4.564348191467836,0.0043699718438532445,2,2
bookkeeping,0.0008680555555555555,5.2574953720277815,0.004563798065996338,1,1
boom,0.00019654088050314464,5.2574953720277815,0.001033312769659548,2,1
boon,0.0004006410256410257,5.2574953720277815,0.0021063683381521564,1,1
boost,0.0003720238095238095,5.2574953720277815,0.0019559134568555734,1,1
border,0.00027412280701754384,5.2574953720277815,0.0014411993892620015,1,1
boss,0.000655901626826924,3.871201010907891,0.0025391270408285185,6,4
bown,9.300595238095238e-05,5.2574953720277815,0.0004889783642138934,1,1
boy,0.0005373677248677248,4.564348191467836,0.0024527334031531857,2,2
bpla,0.0005787037037037037,5.2574953720277815,0.0030425320439975588,1,1
brace,6.127450980392157e-05,5.2574953720277815,0.0003221504517173886,1,1
brain,8.400537634408601e-05,5.2574953720277815,0.0004416578773544843,1,1
brand,0.00026041666666666666,5.2574953720277815,0.0013691394197989015,1,1
break,0.0009243572561159768,4.1588830833596715,0.003844293755441499,3,3
breakout,5.723443223443224e-05,5.2574953720277815,0.0003009097625931652,1,1
breakthrough,0.0003720238095238095,5.2574953720277815,0.0019559134568555734,1,1
brew,5.600358422939069e-05,5.2574953720277815,0.0002944385849029896,1,1
bridgerton,9.827044025157232e-05,5.2574953720277815,0.000516656384829774,1,1
bridget,0.000487987987987988,4.564348191467836,0.002227347090431001,3,2
brief,7.659313725490196e-05,5.2574953720277815,0.0004026880646467357,1,1
bring,0.0008613368593051255,3.871201010907891,0.00333440812047423,6,4
brit,0.00027412280701754384,5.2574953720277815,0.0014411993892620015,1,1
britain,0.00034144628695150517,3.648057459593681,0.0012456156741640029,5,5
british,0.0007637414982081856,3.4657359027997265,0.002646926330798162,7,6
briton,0.0005430949289193446,4.1588830833596715,0.0022586683125410856,4,3
broadcast,0.0003255208333333333,5.2574953720277815,0.0017114242747486266,1,1
broadcaster,0.0003255208333333333,5.2574953720277815,0.0017114242747486266,1,1
broker,7.038288288288288e-05,5.2574953720277815,0.0003700376810267301,1,1
bros,0.0006944444444444445,5.2574953720277815,0.003651038452797071,2,1
brow,0.00011160714285714285,5.2574953720277815,0.000586774037056672,3,1
brown,0.00030637254901960784,5.2574953720277815,0.0016107522585869429,4,1
bruce,0.00011837121212121212,5.2574953720277815,0.0006223360999085916,1,1
brussels,0.0010416666666666667,5.2574953720277815,0.005476557679195606,1,1
budget,0.0006782893796455116,4.1588830833596715,0.002820926226630244,3,3
build,0.0009628426268040959,3.871201010907891,0.0037273573502292255,4,4
building,0.000676974143955276,4.564348191467836,0.0030899457096327503,2,2
bureaucracy,9.827044025157232e-05,5.2574953720277815,0.000516656384829774,1,1
burnham,7.038288288288288e-05,5.2574953720277815,0.0003700376810267301,1,1
business,0.003018157047579141,2.772588722239781,0.008368108192066442,15,12
busy,8.267195767195767e-05,5.2574953720277815,0.0004346474348567941,1,1
butter,0.00023674242424242425,5.2574953720277815,0.0012446721998171833,1,1
button,0.0004006410256410257,5.2574953720277815,0.0021063683381521564,1,1
buy,0.0028604497354497356,4.1588830833596715,0.011896276015562552,3,3
buyer,0.0006510416666666666,5.2574953720277815,0.0034228485494972533,2,1
byelection,5.918560606060606e-05,5.2574953720277815,0.0003111680499542958,1,1
cabinet,7.038288288288288e-05,5.2574953720277815,0.0003700376810267301,1,1
cable,5.852059925093633e-05,5.2574953720277815,0.0003076717797300902,1,1
calculate,0.00043402777777777775,5.2574953720277815,0.002281899032998169,1,1
caliber,0.0004734848484848485,5.2574953720277815,0.0024893443996343665,1,1
california,0.00014076576576576576,5.2574953720277815,0.0007400753620534602,2,1
californian,0.00014076576576576576,5.2574953720277815,0.0007400753620534602,2,1
call,0.0010408824230055847,3.648057459593681,0.0037971988878054684,6,5
caller,9.827044025157232e-05,5.2574953720277815,0.000516656384829774,1,1
camilla,3.720238095238095e-05,5.2574953720277815,0.00019559134568555733,1,1
campaigner,7.77363184079602e-05,5.2574953720277815,0.00040869833426832876,1,1
canada,0.0005497685185185186,4.564348191467836,0.0025093349432259516,2,2
cancel,0.001090633903133903,4.564348191467836,0.004978032883322737,3,2
capability,0.00026041666666666666,5.2574953720277815,0.0013691394197989015,1,1
cape,0.00025201612903225806,5.2574953720277815,0.001324973632063453,3,1
capital,0.0005722866263440861,4.1588830833596715,0.002380073169135397,3,3
capture,0.0008741258741258741,4.564348191467836,0.003989814852681675,2,2
car,0.0005270337301587301,4.564348191467836,0.0024055654530925476,2,2
card,0.001519097222222222,4.564348191467836,0.006933688658913813,2,2
carmaker,0.00019654088050314464,5.2574953720277815,0.001033312769659548,2,1
carry,0.0006510416666666666,5.2574953720277815,0.0034228485494972533,1,1
cartel,0.00034722222222222224,5.2574953720277815,0.0018255192263985354,1,1
cartoon,0.0012686965811965812,4.564348191467836,0.005790772945906042,2,2
case,0.00044976012793176973,4.564348191467836,0.002052861826519716,2,2
cash,0.0002890196453629289,4.564348191467836,0.00131918629561096,3,2
cast,7.335680751173709e-05,5.2574953720277815,0.00038567307599969054,1,1
catalyst,5.425347222222222e-05,5.2574953720277815,0.0002852373791247711,1,1
catastrophic,0.00023203953712632594,4.564348191467836,0.0010591092416315797,3,2
catch,0.00021664165237278446,4.564348191467836,0.0009888279342043225,2,2
category,0.00020032051282051284,5.2574953720277815,0.0010531841690760782,2,1
catherine,0.0005583708708708708,4.564348191467836,0.00254859907462778,4,2
cause,0.0005231196956394499,4.1588830833596715,0.002175593652767168,4,3
cdc,0.00010416666666666667,5.2574953720277815,0.0005476557679195606,1,1
celebrity,0.00034722222222222224,5.2574953720277815,0.0018255192263985354,1,1
center,0.00020833333333333335,5.2574953720277815,0.0010953115358391212,2,1
century,8.400537634408601e-05,5.2574953720277815,0.0004416578773544843,1,1
ceo,6.853070175438596e-05,5.2574953720277815,0.0003602998473155004,1,1
certainly,3.720238095238095e-05,5.2574953720277815,0.00019559134568555733,1,1
chain,0.00017076502732240437,5.2574953720277815,0.0008977963408517386,2,1
chair,0.00039160401002506263,4.564348191467836,0.001787417054929447,5,2
challenge,0.000994755160265704,3.871201010907891,0.003850897182026435,6,4
championship,0.00026041666666666666,5.2574953720277815,0.0013691394197989015,1,1
chance,9.827044025157232e-05,5.2574953720277815,0.000516656384829774,1,1
chancellor,7.659313725490196e-05,5.2574953720277815,0.0004026880646467357,1,1
change,0.0018749802576917267,3.311585222972468,0.006209156914737032,7,7
chaotic,7.77363184079602e-05,5.2574953720277815,0.00040869833426832876,1,1
charge,0.0013950892857142857,4.564348191467836,0.0063676732581861555,2,2
charging,0.00012112403100775194,5.2574953720277815,0.0006368090324646053,1,1
charity,0.00017076502732240437,5.2574953720277815,0.0008977963408517386,2,1
charle,5.600358422939069e-05,5.2574953720277815,0.0002944385849029896,1,1
chase,0.00026041666666666666,5.2574953720277815,0.0013691394197989015,1,1
cheap,0.0005905260469867211,4.564348191467836,0.002695366494578491,3,2
check,0.0007962614870509607,4.564348191467836,0.0036344146783565423,3,2
cheer,0.00026041666666666666,5.2574953720277815,0.0013691394197989015,1,1
chelsea,8.267195767195767e-05,5.2574953720277815,0.0004346474348567941,1,1
chief,0.0003850772765246449,4.564348191467836,0.0017576267706806228,3,2
child,0.00028935185185185184,5.2574953720277815,0.0015212660219987794,1,1
china,0.0005859375,4.564348191467836,0.002674422768438185,2,2
chinese,0.00010016025641025642,5.2574953720277815,0.0005265920845380391,1,1
chip,5.852059925093633e-05,5.2574953720277815,0.0003076717797300902,1,1
chocolate,0.00023674242424242425,5.2574953720277815,0.0012446721998171833,1,1
choose,0.0008680555555555555,5.2574953720277815,0.004563798065996338,1,1
christ,5.600358422939069e-05,5.2574953720277815,0.0002944385849029896,1,1
chunk,0.00027412280701754384,5.2574953720277815,0.0014411993892620015,1,1
cinema,0.00034722222222222224,5.2574953720277815,0.0018255192263985354,1,1
circulation,0.0010416666666666667,5.2574953720277815,0.005476557679195606,1,1
city,0.0016232807246125563,3.4657359027997265,0.0056258622876124926,7,6
claim,0.0016897198537823537,3.648057459593681,0.00616419511721426,5,5
class,7.335680751173709e-05,5.2574953720277815,0.00038567307599969054,1,1
claude,0.00011837121212121212,5.2574953720277815,0.0006223360999085916,1,1
clean,0.0004667207792207792,4.564348191467836,0.0021302761445568226,2,2
clear,0.00011837121212121212,5.2574953720277815,0.0006223360999085916,2,1
clearly,3.720238095238095e-05,5.2574953720277815,0.00019559134568555733,1,1
cleverly,0.00026041666666666666,5.2574953720277815,0.0013691394197989015,1,1
clip,0.0004006410256410257,5.2574953720277815,0.0021063683381521564,1,1
close,0.0012405420812603646,3.871201010907891,0.004802387759048903,4,4
closed,5.918560606060606e-05,5.2574953720277815,0.0003111680499542958,1,1
club,0.00035652281746031744,4.564348191467836,0.0016272942770920173,3,2
coalition,5.918560606060606e-05,5.2574953720277815,0.0003111680499542958,1,1
coast,0.00023509850226378332,4.1588830833596715,0.000977747183988044,3,3
coffee,0.00023674242424242425,5.2574953720277815,0.0012446721998171833,1,1
coin,0.0010416666666666667,5.2574953720277815,0.005476557679195606,1,1
collect,0.0005574902248289346,4.564348191467836,0.0025445794994589446,2,2
collectively,0.00011837121212121212,5.2574953720277815,0.0006223360999085916,1,1
colourful,0.0004006410256410257,5.2574953720277815,0.0021063683381521564,1,1
columnist,0.00012112403100775194,5.2574953720277815,0.0006368090324646053,1,1
com,0.00030637254901960784,5.2574953720277815,0.0016107522585869429,1,1
combat,5.852059925093633e-05,5.2574953720277815,0.0003076717797300902,1,1
come,0.001421608960959841,3.1780538303479458,0.004517949803635386,9,8
comical,7.335680751173709e-05,5.2574953720277815,0.00038567307599969054,1,1
comment,5.918560606060606e-05,5.2574953720277815,0.0003111680499542958,1,1
commentator,0.0004006410256410257,5.2574953720277815,0.0021063683381521564,1,1
commercially,9.300595238095238e-05,5.2574953720277815,0.0004889783642138934,1,1
commitment,7.77363184079602e-05,5.2574953720277815,0.00040869833426832876,1,1
communal,0.0011574074074074073,5.2574953720277815,0.0060850640879951175,2,1
community,0.0002485795454545455,4.564348191467836,0.0011346035987313515,3,2
company,0.0025403521575482744,2.859600099229411,0.007264391281802693,14,11
comparable,0.00011837121212121212,5.2574953720277815,0.0006223360999085916,1,1
compare,0.0003568672839506173,4.564348191467836,0.0016288665420940388,2,2
compensation,0.0005787037037037037,5.2574953720277815,0.0030425320439975588,1,1
complacency,8.538251366120219e-05,5.2574953720277815,0.0004488981704258693,1,1
complain,0.0006510416666666666,5.2574953720277815,0.0034228485494972533,1,1
complaint,0.0005787037037037037,5.2574953720277815,0.0030425320439975588,1,1
complete,0.000744047619047619,5.2574953720277815,0.003911826913711147,1,1
completely,5.852059925093633e-05,5.2574953720277815,0.0003076717797300902,1,1
concede,3.720238095238095e-05,5.2574953720277815,0.00019559134568555733,1,1
concern,0.00042910762483130906,4.1588830833596715,0.0017846084418515797,3,3
condition,0.00028935185185185184,5.2574953720277815,0.0015212660219987794,1,1
confident,5.918560606060606e-05,5.2574953720277815,0.0003111680499542958,1,1
conflict,0.001439993917391716,3.4657359027997265,0.004990638619317694,7,6
confusion,9.827044025157232e-05,5.2574953720277815,0.000516656384829774,1,1
congo,5.723443223443224e-05,5.2574953720277815,0.0003009097625931652,1,1
consecutive,0.00017361111111111112,5.2574953720277815,0.0009127596131992677,2,1
consent,7.038288288288288e-05,5.2574953720277815,0.0003700376810267301,1,1
consistent,5.918560606060606e-05,5.2574953720277815,0.0003111680499542958,1,1
constantly,5.852059925093633e-05,5.2574953720277815,0.0003076717797300902,1,1
consumption,5.723443223443224e-05,5.2574953720277815,0.0003009097625931652,1,1
contact,0.0019097222222222224,4.564348191467836,0.008716637171205938,2,2
contain,0.00011837121212121212,5.2574953720277815,0.0006223360999085916,1,1
content,0.00015550487248600455,4.564348191467836,0.0007097783834959314,2,2
contest,0.0004336677570730377,4.1588830833596715,0.001803573498689588,3,3
context,0.00011837121212121212,5.2574953720277815,0.0006223360999085916,1,1
continental,7.77363184079602e-05,5.2574953720277815,0.00040869833426832876,1,1
contingency,7.77363184079602e-05,5.2574953720277815,0.00040869833426832876,1,1
continue,0.0010181704260651629,4.564348191467836,0.004647284342816562,2,2
contractor,0.00011200716845878138,5.2574953720277815,0.0005888771698059792,2,1
contribution,0.0001574560463121784,4.564348191467836,0.0007186842202206673,2,2
control,0.0014444062881562882,3.871201010907891,0.005591587082872338,4,4
controversial,0.00034535543608124256,4.564348191467836,0.0015763224600910052,2,2
convert,0.00030637254901960784,5.2574953720277815,0.0016107522585869429,1,1
conveyance,6.127450980392157e-05,5.2574953720277815,0.0003221504517173886,1,1
coordination,0.0004734848484848485,5.2574953720277815,0.0024893443996343665,1,1
corn,0.00030637254901960784,5.2574953720277815,0.0016107522585869429,1,1
cornish,0.00010850694444444444,5.2574953720277815,0.0005704747582495422,2,1
cornwall,5.425347222222222e-05,5.2574953720277815,0.0002852373791247711,1,1
correspondent,0.00018780048076923075,4.564348191467836,0.0008571867847558285,2,2
cost,0.007167471390785315,2.618438042412523,0.018767579757535662,18,14
costly,8.267195767195767e-05,5.2574953720277815,0.0004346474348567941,1,1
council,0.00014665702346512377,4.564348191467836,0.0006693937198190937,2,2
count,0.0009251644736842105,4.564348191467836,0.004222772792270819,2,2
counter,3.720238095238095e-05,5.2574953720277815,0.00019559134568555733,1,1
country,0.002523502739585614,2.772588722239781,0.0069966352363162645,13,12
countryside,0.00030637254901960784,5.2574953720277815,0.0016107522585869429,1,1
couple,7.335680751173709e-05,5.2574953720277815,0.00038567307599969054,1,1
court,0.00020882962871569038,4.1588830833596715,0.0008684980101699658,3,3
courthouse,7.335680751173709e-05,5.2574953720277815,0.00038567307599969054,1,1
cousin,5.723443223443224e-05,5.2574953720277815,0.0003009097625931652,1,1
cowgill,0.00027901785714285713,5.2574953720277815,0.00146693509264168,3,1
crackdown,5.600358422939069e-05,5.2574953720277815,0.0002944385849029896,1,1
crazy,5.425347222222222e-05,5.2574953720277815,0.0002852373791247711,1,1
creator,0.00046169108669108673,4.564348191467836,0.002107318876555282,3,2
creepy,0.00026041666666666666,5.2574953720277815,0.0013691394197989015,1,1
crimea,0.000744047619047619,5.2574953720277815,0.003911826913711147,1,1
criminal,9.827044025157232e-05,5.2574953720277815,0.000516656384829774,1,1
crisis,0.0004953022875816993,4.564348191467836,0.002260732100553411,2,2
crisscross,5.852059925093633e-05,5.2574953720277815,0.0003076717797300902,1,1
critic,0.00011200716845878138,5.2574953720277815,0.0005888771698059792,2,1
critical,0.001466625207296849,4.1588830833596715,0.006099522764255736,3,3
criticise,0.00022644927536231884,5.2574953720277815,0.0011905560172164361,1,1
criticism,0.00028935185185185184,5.2574953720277815,0.0015212660219987794,1,1
